"site","date","mean_depth_ft","month","year","julian"
"6810405","2011-01-01",156.7,1,2011,"1"
"6810405","2011-02-01",156.82,2,2011,"32"
"6810405","2011-03-01",157.06,3,2011,"60"
"6810405","2011-04-01",157.34,4,2011,"91"
"6810405","2011-05-01",157.34,5,2011,"121"
"6810405","2011-06-01",158.045,6,2011,"152"
"6810405","2011-07-01",158.275,7,2011,"182"
"6810405","2011-08-01",157.92,8,2011,"213"
"6810405","2011-09-01",158.86,9,2011,"244"
"6810405","2011-10-01",157.85,10,2011,"274"
"6810405","2011-11-01",157.94,11,2011,"305"
"6810405","2011-12-01",157.745,12,2011,"335"
"6810405","2012-01-01",158,1,2012,"1"
"6810405","2012-02-01",157.915,2,2012,"32"
"6810405","2012-03-01",157.605,3,2012,"61"
"6810405","2012-04-01",157.37,4,2012,"92"
"6810405","2012-05-01",157.415,5,2012,"122"
"6810405","2012-06-01",157.48,6,2012,"153"
"6810405","2012-07-01",157.56,7,2012,"183"
"6810405","2012-08-01",157.45,8,2012,"214"
"6810405","2012-09-01",157.55,9,2012,"245"
"6810405","2012-10-01",157.51,10,2012,"275"
"6810405","2012-11-01",157.605,11,2012,"306"
"6810405","2012-12-01",157.605,12,2012,"336"
"6810405","2013-01-01",157.69,1,2013,"1"
"6810405","2013-02-01",157.72,2,2013,"32"
"6810405","2013-03-01",157.785,3,2013,"60"
"6810405","2013-04-01",157.845,4,2013,"91"
"6810405","2013-05-01",157.905,5,2013,"121"
"6810405","2013-06-01",157.95,6,2013,"152"
"6810405","2013-07-01",157.98,7,2013,"182"
"6810405","2013-08-01",158.155,8,2013,"213"
"6810405","2013-09-01",158.125,9,2013,"244"
"6810405","2013-10-01",158.1,10,2013,"274"
"6810405","2013-11-01",158.435,11,2013,"305"
"6810405","2013-12-01",158.185,12,2013,"335"
"6810405","2014-01-01",158.19,1,2014,"1"
"6810405","2014-02-01",158.19,2,2014,"32"
"6810405","2014-03-01",158.27,3,2014,"60"
"6810405","2014-04-01",158.725,4,2014,"91"
"6810405","2014-05-01",158.49,5,2014,"121"
"6810405","2014-06-01",158.085,6,2014,"152"
"6810405","2014-07-01",157.92,7,2014,"182"
"6810405","2014-08-01",157.655,8,2014,"213"
"6810405","2014-09-01",157.585,9,2014,"244"
"6810405","2014-10-01",157.715,10,2014,"274"
"6810405","2014-11-01",157.435,11,2014,"305"
"6810405","2014-12-01",157.505,12,2014,"335"
"6810405","2015-01-01",157.35,1,2015,"1"
"6810405","2015-02-01",156.9,2,2015,"32"
"6810405","2015-03-01",156.86,3,2015,"60"
"6810405","2015-04-01",155.51,4,2015,"91"
"6810405","2015-05-01",153.41,5,2015,"121"
"6810405","2015-06-01",153.03,6,2015,"152"
"6810405","2015-07-01",153.365,7,2015,"182"
"6810405","2015-08-01",153.615,8,2015,"213"
"6810405","2015-09-01",154.025,9,2015,"244"
"6810405","2015-10-01",154.9,10,2015,"274"
"6810405","2015-11-01",155.95,11,2015,"305"
"6810405","2015-12-01",156.59,12,2015,"335"
"6810405","2016-01-01",156.703333333333,1,2016,"1"
"6810405","2016-02-01",156.315,2,2016,"32"
"6810405","2016-03-01",156.335,3,2016,"61"
"6810405","2016-04-01",156.68,4,2016,"92"
"6810405","2016-05-01",156.36,5,2016,"122"
"6810405","2016-06-01",152.75,6,2016,"153"
"6810405","2016-07-01",153.01,7,2016,"183"
"6810405","2016-08-01",155.825,8,2016,"214"
"6810405","2016-09-01",158,9,2016,"245"
"6810405","2016-10-01",157.96,10,2016,"275"
"6810405","2016-11-01",156.275,11,2016,"306"
"6810405","2016-12-01",156.315,12,2016,"336"
"6810405","2017-01-01",156.84,1,2017,"1"
"6810405","2017-02-01",156.34,2,2017,"32"
"6810405","2017-03-01",156.265,3,2017,"60"
"6810405","2017-04-01",156.605,4,2017,"91"
"6810405","2017-05-01",156.77,5,2017,"121"
"6810405","2017-06-01",156.87,6,2017,"152"
"6810405","2017-07-01",157.24,7,2017,"182"
"6810405","2017-08-01",157.305,8,2017,"213"
"6810405","2017-09-01",157.38,9,2017,"244"
"6810405","2017-10-01",157.605,10,2017,"274"
"6810405","2017-11-01",157.605,11,2017,"305"
"6810405","2017-12-01",157.775,12,2017,"335"
"6810405","2018-01-01",157.755,1,2018,"1"
"6810405","2018-02-01",157.59,2,2018,"32"
"6810405","2018-03-01",157.86,3,2018,"60"
"6810405","2018-04-01",158.075,4,2018,"91"
"6810405","2018-05-01",161.335,5,2018,"121"
"6810405","2018-06-01",159.73,6,2018,"152"
"6810405","2018-07-01",159.77,7,2018,"182"
"6810405","2018-08-01",159.755,8,2018,"213"
"6810405","2018-09-01",157.715,9,2018,"244"
"6810405","2018-10-01",155.79,10,2018,"274"
"6810405","2018-11-01",153.7,11,2018,"305"
"6810405","2018-12-01",153.8,12,2018,"335"
"6810405","2019-01-01",153.8,1,2019,"1"
"6810405","2019-02-01",153.845,2,2019,"32"
"6810405","2019-03-01",154.425,3,2019,"60"
"6810405","2019-04-01",154.91,4,2019,"91"
"6810405","2019-05-01",154.97,5,2019,"121"
"6810405","2019-06-01",154.82,6,2019,"152"
"6810405","2019-07-01",155.705,7,2019,"182"
"6810405","2019-08-01",156.525,8,2019,"213"
"6810405","2019-09-01",156.835,9,2019,"244"
"6810405","2019-10-01",157.275,10,2019,"274"
"6810405","2019-11-01",157.39,11,2019,"305"
"6810405","2019-12-01",157.29,12,2019,"335"
"6810405","2020-01-01",157.48,1,2020,"1"
"6810405","2020-02-01",157.455,2,2020,"32"
"6810405","2020-03-01",157.505,3,2020,"61"
"6810405","2020-04-01",157.555,4,2020,"92"
"6810405","2020-05-01",157.525,5,2020,"122"
"6810405","2020-06-01",158.005,6,2020,"153"
"6810405","2020-07-01",158.525,7,2020,"183"
"6810405","2020-08-01",158.51,8,2020,"214"
"6810405","2020-09-01",158.27,9,2020,"245"
"6810405","2020-10-01",158.285,10,2020,"275"
"6810405","2020-11-01",158.265,11,2020,"306"
"6810405","2020-12-01",158.145,12,2020,"336"
"6810405","2021-01-01",158.195,1,2021,"1"
"6810405","2021-02-01",158.25,2,2021,"32"
"6810405","2021-03-01",158.19,3,2021,"60"
"6810405","2021-04-01",158.205,4,2021,"91"
"6810405","2021-05-01",158.46,5,2021,"121"
"6810405","2021-06-01",158.7,6,2021,"152"
"6810405","2021-07-01",158.7,7,2021,"182"
"6810405","2021-08-01",158.68,8,2021,"213"
"6810405","2021-09-01",158.4,9,2021,"244"
"6810405","2021-10-01",158.035,10,2021,"274"
"6810405","2021-11-01",158.055,11,2021,"305"
"6810405","2021-12-01",157.97,12,2021,"335"
"6810405","2022-01-01",157.78,1,2022,"1"
"6810405","2022-02-01",157.73,2,2022,"32"
"6810405","2022-03-01",157.945,3,2022,"60"
"6810405","2022-04-01",157.955,4,2022,"91"
"6810405","2022-05-01",158.03,5,2022,"121"
"6810405","2022-06-01",158.4,6,2022,"152"
"6810405","2022-07-01",158.945,7,2022,"182"
"6810405","2022-08-01",158.89,8,2022,"213"
"6810405","2022-09-01",158.805,9,2022,"244"
"6810405","2022-10-01",158.715,10,2022,"274"
"6810405","2022-11-01",158.675,11,2022,"305"
"6810405","2022-12-01",158.765,12,2022,"335"
"6810405","2023-01-01",158.695,1,2023,"1"
"6810405","2023-02-01",158.665,2,2023,"32"
"6810405","2023-03-01",158.675,3,2023,"60"
"6810405","2023-04-01",158.77,4,2023,"91"
"6810405","2023-05-01",158.79,5,2023,"121"
"6810405","2023-06-01",158.905,6,2023,"152"
"6810616","2009-01-01",389,1,2009,"1"
"6810616","2009-02-01",426.1,2,2009,"32"
"6810616","2009-03-01",428.065,3,2009,"60"
"6810616","2009-04-01",426.73,4,2009,"91"
"6810616","2009-05-01",435.105,5,2009,"121"
"6810616","2009-06-01",464.995,6,2009,"152"
"6810616","2009-07-01",470.745,7,2009,"182"
"6810616","2009-08-01",470.715,8,2009,"213"
"6810616","2009-09-01",454.805,9,2009,"244"
"6810616","2009-10-01",430.54,10,2009,"274"
"6810616","2009-11-01",430.87,11,2009,"305"
"6810616","2009-12-01",415.64,12,2009,"335"
"6810616","2010-01-01",415.64,1,2010,"1"
"6810616","2010-02-01",400.64,2,2010,"32"
"6810616","2010-03-01",382.625,3,2010,"60"
"6810616","2010-04-01",381.18,4,2010,"91"
"6810616","2010-05-01",392.22,5,2010,"121"
"6810616","2010-06-01",409.755,6,2010,"152"
"6810616","2010-07-01",421.245,7,2010,"182"
"6810616","2010-08-01",462.79,8,2010,"213"
"6810616","2010-09-01",437.365,9,2010,"244"
"6810616","2010-10-01",422,10,2010,"274"
"6810616","2010-11-01",428.93,11,2010,"305"
"6810616","2010-12-01",410.44,12,2010,"335"
"6810616","2011-01-01",408.42,1,2011,"1"
"6810616","2011-02-01",413.725,2,2011,"32"
"6810616","2011-03-01",422.52,3,2011,"60"
"6810616","2011-04-01",456.945,4,2011,"91"
"6810616","2011-05-01",473.515,5,2011,"121"
"6810616","2011-06-01",477.535,6,2011,"152"
"6810616","2011-07-01",481.04,7,2011,"182"
"6810616","2011-08-01",481.765,8,2011,"213"
"6810616","2011-09-01",479.605,9,2011,"244"
"6810616","2011-10-01",473.8,10,2011,"274"
"6810616","2011-11-01",458.135,11,2011,"305"
"6810616","2011-12-01",441.805,12,2011,"335"
"6810616","2012-01-01",428.44,1,2012,"1"
"6810616","2012-02-01",419.79,2,2012,"32"
"6810616","2012-03-01",420.49,3,2012,"61"
"6810616","2012-04-01",449.535,4,2012,"92"
"6810616","2012-05-01",457.855,5,2012,"122"
"6810616","2012-06-01",474.335,6,2012,"153"
"6810616","2012-07-01",476.6,7,2012,"183"
"6810616","2012-08-01",480.835,8,2012,"214"
"6810616","2012-09-01",480.08,9,2012,"245"
"6810616","2012-10-01",467.175,10,2012,"275"
"6810616","2012-11-01",419.195,11,2012,"306"
"6810616","2012-12-01",389.02,12,2012,"336"
"6810616","2013-01-01",374.6,1,2013,"1"
"6810616","2013-02-01",370.12,2,2013,"32"
"6810616","2013-03-01",372.785,3,2013,"60"
"6810616","2013-04-01",372.26,4,2013,"91"
"6810616","2013-05-01",371.07,5,2013,"121"
"6810616","2013-06-01",372.935,6,2013,"152"
"6810616","2013-07-01",388.275,7,2013,"182"
"6810616","2013-08-01",418.82,8,2013,"213"
"6810616","2013-09-01",414.535,9,2013,"244"
"6810616","2013-10-01",406.23,10,2013,"274"
"6810616","2013-11-01",400.205,11,2013,"305"
"6810616","2013-12-01",373.83,12,2013,"335"
"6810616","2014-01-01",369.815,1,2014,"1"
"6810616","2014-02-01",375.425,2,2014,"32"
"6810616","2014-03-01",368.095,3,2014,"60"
"6810616","2014-04-01",383.59,4,2014,"91"
"6810616","2014-05-01",383.67,5,2014,"121"
"6810616","2014-06-01",389.835,6,2014,"152"
"6810616","2014-07-01",410.045,7,2014,"182"
"6810616","2014-08-01",427.89,8,2014,"213"
"6810616","2014-09-01",417.22,9,2014,"244"
"6810616","2014-10-01",406.445,10,2014,"274"
"6810616","2014-11-01",385.345,11,2014,"305"
"6810616","2014-12-01",372.705,12,2014,"335"
"6810616","2015-01-01",364.26,1,2015,"1"
"6810616","2015-02-01",357.755,2,2015,"32"
"6810616","2015-03-01",353.025,3,2015,"60"
"6810616","2015-04-01",350.805,4,2015,"91"
"6810616","2015-05-01",341.355,5,2015,"121"
"6810616","2015-06-01",337.685,6,2015,"152"
"6810616","2015-07-01",367.055,7,2015,"182"
"6810616","2015-08-01",394.44,8,2015,"213"
"6810616","2015-09-01",398.645,9,2015,"244"
"6810616","2015-10-01",432.845,10,2015,"274"
"6810616","2015-11-01",380.55,11,2015,"305"
"6810616","2015-12-01",360.4,12,2015,"335"
"6810616","2016-01-01",350.755,1,2016,"1"
"6810616","2016-02-01",375.775,2,2016,"32"
"6810616","2016-03-01",376.9,3,2016,"61"
"6810616","2016-04-01",379.11,4,2016,"92"
"6810616","2016-05-01",353.545,5,2016,"122"
"6810616","2016-06-01",357.795,6,2016,"153"
"6810616","2016-07-01",390.04,7,2016,"183"
"6810616","2016-08-01",392.82,8,2016,"214"
"6810616","2016-09-01",381.68,9,2016,"245"
"6810616","2016-10-01",383.66,10,2016,"275"
"6810616","2016-11-01",364.93,11,2016,"306"
"6810616","2016-12-01",354.53,12,2016,"336"
"6810616","2017-01-01",348.31,1,2017,"1"
"6810616","2017-02-01",343.935,2,2017,"32"
"6810616","2017-03-01",343.51,3,2017,"60"
"6810616","2017-04-01",351.005,4,2017,"91"
"6810616","2017-05-01",364.105,5,2017,"121"
"6810616","2017-06-01",378.64,6,2017,"152"
"6810616","2017-07-01",442.78,7,2017,"182"
"6810616","2017-08-01",460.71,8,2017,"213"
"6810616","2017-09-01",463.155,9,2017,"244"
"6810616","2017-10-01",439.93,10,2017,"274"
"6810616","2017-11-01",435.535,11,2017,"305"
"6810616","2017-12-01",428.22,12,2017,"335"
"6810616","2018-01-01",434.8,1,2018,"1"
"6810616","2018-02-01",425.81,2,2018,"32"
"6810616","2018-03-01",408.945,3,2018,"60"
"6810616","2018-04-01",409.845,4,2018,"91"
"6810616","2018-05-01",411.465,5,2018,"121"
"6810616","2018-06-01",439.255,6,2018,"152"
"6810616","2018-07-01",442.54,7,2018,"182"
"6810616","2018-08-01",445.095,8,2018,"213"
"6810616","2018-09-01",431.375,9,2018,"244"
"6810616","2018-10-01",400.545,10,2018,"274"
"6810616","2018-11-01",386.95,11,2018,"305"
"6810616","2018-12-01",381.23,12,2018,"335"
"6810616","2019-01-01",373.305,1,2019,"1"
"6810616","2019-02-01",370.42,2,2019,"32"
"6810616","2019-03-01",372.405,3,2019,"60"
"6810616","2019-04-01",372.515,4,2019,"91"
"6810616","2019-05-01",361.125,5,2019,"121"
"6810616","2019-06-01",358.995,6,2019,"152"
"6810616","2019-07-01",384.945,7,2019,"182"
"6810616","2019-08-01",427.47,8,2019,"213"
"6810616","2019-09-01",436.25,9,2019,"244"
"6810616","2019-10-01",429.91,10,2019,"274"
"6810616","2019-11-01",398.165,11,2019,"305"
"6810616","2019-12-01",378.895,12,2019,"335"
"6810616","2020-01-01",372.305,1,2020,"1"
"6810616","2020-02-01",362.09,2,2020,"32"
"6810616","2020-03-01",361.155,3,2020,"61"
"6810616","2020-04-01",372.285,4,2020,"92"
"6810616","2020-05-01",388.105,5,2020,"122"
"6810616","2020-06-01",420.535,6,2020,"153"
"6810616","2020-07-01",461.93,7,2020,"183"
"6810616","2020-08-01",463.28,8,2020,"214"
"6810616","2020-09-01",458.71,9,2020,"245"
"6810616","2020-10-01",463.01,10,2020,"275"
"6810616","2020-11-01",461.54,11,2020,"306"
"6810616","2020-12-01",447.485,12,2020,"336"
"6810616","2021-01-01",431.5,1,2021,"1"
"6810616","2021-02-01",431.295,2,2021,"32"
"6810616","2021-03-01",408.985,3,2021,"60"
"6810616","2021-04-01",411.655,4,2021,"91"
"6810616","2021-05-01",404.56,5,2021,"121"
"6810616","2021-06-01",403.95,6,2021,"152"
"6810616","2021-07-01",399.725,7,2021,"182"
"6810616","2021-08-01",410.915,8,2021,"213"
"6810616","2021-09-01",424.285,9,2021,"244"
"6810616","2021-10-01",419.035,10,2021,"274"
"6810616","2021-11-01",402.84,11,2021,"305"
"6810616","2021-12-01",403.935,12,2021,"335"
"6810616","2022-01-01",394.21,1,2022,"1"
"6810616","2022-02-01",376.615,2,2022,"32"
"6810616","2022-03-01",393.15,3,2022,"60"
"6810616","2022-04-01",425.27,4,2022,"91"
"6810616","2022-05-01",423.93,5,2022,"121"
"6810616","2022-06-01",463.19,6,2022,"152"
"6810616","2022-07-01",463.245,7,2022,"182"
"6810616","2022-08-01",456.055,8,2022,"213"
"6810616","2022-09-01",454.76,9,2022,"244"
"6810616","2022-10-01",463.3,10,2022,"274"
"6810616","2022-11-01",445.825,11,2022,"305"
"6810616","2022-12-01",430.76,12,2022,"335"
"6810616","2023-01-01",413.595,1,2023,"1"
"6810616","2023-02-01",404.085,2,2023,"32"
"6810616","2023-03-01",437.78,3,2023,"60"
"6810616","2023-04-01",428.485,4,2023,"91"
"6810616","2023-05-01",441.075,5,2023,"121"
"6810616","2023-06-01",451.265,6,2023,"152"
"6810626","2007-09-01",332.4,9,2007,"244"
"6810626","2007-10-01",338.9,10,2007,"274"
"6810626","2007-11-01",338,11,2007,"305"
"6810626","2007-12-01",330.65,12,2007,"335"
"6810626","2008-01-01",326.25,1,2008,"1"
"6810626","2008-02-01",335.35,2,2008,"32"
"6810626","2008-03-01",336,3,2008,"61"
"6810626","2008-04-01",348.6,4,2008,"92"
"6810626","2008-05-01",349.45,5,2008,"122"
"6810626","2008-06-01",386.9,6,2008,"153"
"6810626","2008-07-01",397.5,7,2008,"183"
"6810626","2008-08-01",400.65,8,2008,"214"
"6810626","2008-09-01",391.8,9,2008,"245"
"6810626","2008-10-01",394.45,10,2008,"275"
"6810626","2008-11-01",390.6,11,2008,"306"
"6810626","2008-12-01",384.3,12,2008,"336"
"6810626","2009-01-01",372,1,2009,"1"
"6810626","2009-02-01",377.1,2,2009,"32"
"6810626","2009-03-01",379.45,3,2009,"60"
"6810626","2009-04-01",380.1,4,2009,"91"
"6810626","2009-05-01",380.15,5,2009,"121"
"6810626","2009-06-01",399.85,6,2009,"152"
"6810626","2009-07-01",430.95,7,2009,"182"
"6810626","2009-08-01",429.025,8,2009,"213"
"6810626","2009-09-01",410.05,9,2009,"244"
"6810626","2009-10-01",386.39,10,2009,"274"
"6810626","2009-11-01",379.05,11,2009,"305"
"6810626","2009-12-01",372.1,12,2009,"335"
"6810626","2010-01-01",367.725,1,2010,"1"
"6810626","2010-02-01",357.275,2,2010,"32"
"6810626","2010-03-01",347.075,3,2010,"60"
"6810626","2010-04-01",345.975,4,2010,"91"
"6810626","2010-05-01",352.595,5,2010,"121"
"6810626","2010-06-01",366.085,6,2010,"152"
"6810626","2010-07-01",370.885,7,2010,"182"
"6810626","2010-08-01",411.585,8,2010,"213"
"6810626","2010-09-01",383.955,9,2010,"244"
"6810626","2010-10-01",383.635,10,2010,"274"
"6810626","2010-11-01",383.62,11,2010,"305"
"6810626","2010-12-01",376.665,12,2010,"335"
"6810626","2011-01-01",372.745,1,2011,"1"
"6810626","2011-02-01",376.205,2,2011,"32"
"6810626","2011-03-01",379.74,3,2011,"60"
"6810626","2011-04-01",407.695,4,2011,"91"
"6810626","2011-05-01",424.55,5,2011,"121"
"6810626","2011-06-01",435.295,6,2011,"152"
"6810626","2011-07-01",436.99,7,2011,"182"
"6810626","2011-08-01",438.195,8,2011,"213"
"6810626","2011-09-01",436.56,9,2011,"244"
"6810626","2011-10-01",422.015,10,2011,"274"
"6810626","2011-11-01",408.47,11,2011,"305"
"6810626","2011-12-01",392.315,12,2011,"335"
"6810626","2012-01-01",380.045,1,2012,"1"
"6810626","2012-02-01",373.28,2,2012,"32"
"6810626","2012-03-01",372.245,3,2012,"61"
"6810626","2012-04-01",389.275,4,2012,"92"
"6810626","2012-05-01",397.525,5,2012,"122"
"6810626","2012-06-01",425.485,6,2012,"153"
"6810626","2012-07-01",431.7,7,2012,"183"
"6810626","2012-08-01",437.02,8,2012,"214"
"6810626","2012-09-01",434.41,9,2012,"245"
"6810626","2012-10-01",420.775,10,2012,"275"
"6810626","2012-11-01",392.355,11,2012,"306"
"6810626","2012-12-01",371.82,12,2012,"336"
"6810626","2013-01-01",361.005,1,2013,"1"
"6810626","2013-02-01",357.3,2,2013,"32"
"6810626","2013-03-01",361.46,3,2013,"60"
"6810626","2013-04-01",361.225,4,2013,"91"
"6810626","2013-05-01",356.735,5,2013,"121"
"6810626","2013-06-01",364.835,6,2013,"152"
"6810626","2013-07-01",380.485,7,2013,"182"
"6810626","2013-08-01",403.78,8,2013,"213"
"6810626","2013-09-01",394.86,9,2013,"244"
"6810626","2013-10-01",380.135,10,2013,"274"
"6810626","2013-11-01",377.825,11,2013,"305"
"6810626","2013-12-01",364.805,12,2013,"335"
"6810626","2014-01-01",359.35,1,2014,"1"
"6810626","2014-02-01",358.235,2,2014,"32"
"6810626","2014-03-01",355.475,3,2014,"60"
"6810626","2014-04-01",365.575,4,2014,"91"
"6810626","2014-05-01",369.735,5,2014,"121"
"6810626","2014-06-01",370.33,6,2014,"152"
"6810626","2014-07-01",392.96,7,2014,"182"
"6810626","2014-08-01",406.825,8,2014,"213"
"6810626","2014-09-01",401.625,9,2014,"244"
"6810626","2014-10-01",392.565,10,2014,"274"
"6810626","2014-11-01",372.285,11,2014,"305"
"6810626","2014-12-01",363.515,12,2014,"335"
"6810626","2015-01-01",354.26,1,2015,"1"
"6810626","2015-02-01",348.54,2,2015,"32"
"6810626","2015-03-01",342.78,3,2015,"60"
"6810626","2015-04-01",339.55,4,2015,"91"
"6810626","2015-05-01",332.53,5,2015,"121"
"6810626","2015-06-01",329.115,6,2015,"152"
"6810626","2015-07-01",347.695,7,2015,"182"
"6810626","2015-08-01",371.38,8,2015,"213"
"6810626","2015-09-01",382.86,9,2015,"244"
"6810626","2015-10-01",406.025,10,2015,"274"
"6810626","2015-11-01",370.615,11,2015,"305"
"6810626","2015-12-01",353.085,12,2015,"335"
"6810626","2016-01-01",346.075,1,2016,"1"
"6810626","2016-02-01",354.79,2,2016,"32"
"6810626","2016-03-01",362.955,3,2016,"61"
"6810626","2016-04-01",369.425,4,2016,"92"
"6810626","2016-05-01",346.725,5,2016,"122"
"6810626","2016-06-01",345.11,6,2016,"153"
"6810626","2016-07-01",369.945,7,2016,"183"
"6810626","2016-08-01",387.105,8,2016,"214"
"6810626","2016-09-01",373.825,9,2016,"245"
"6810626","2016-10-01",376.19,10,2016,"275"
"6810626","2016-11-01",360.94,11,2016,"306"
"6810626","2016-12-01",349.245,12,2016,"336"
"6810626","2017-01-01",342.035,1,2017,"1"
"6810626","2017-02-01",336.84,2,2017,"32"
"6810626","2017-03-01",334.495,3,2017,"60"
"6810626","2017-04-01",337.63,4,2017,"91"
"6810626","2017-05-01",353.275,5,2017,"121"
"6810626","2017-06-01",369.255,6,2017,"152"
"6810626","2017-07-01",425.45,7,2017,"182"
"6810626","2017-08-01",430.635,8,2017,"213"
"6810626","2017-09-01",432.665,9,2017,"244"
"6810626","2017-10-01",417.075,10,2017,"274"
"6810626","2017-11-01",422.115,11,2017,"305"
"6810626","2017-12-01",421.03,12,2017,"335"
"6810626","2018-01-01",413.33,1,2018,"1"
"6810626","2018-02-01",392.475,2,2018,"32"
"6810626","2018-03-01",380.34,3,2018,"60"
"6810626","2018-04-01",379.73,4,2018,"91"
"6810626","2018-05-01",391.005,5,2018,"121"
"6810626","2018-06-01",429.32,6,2018,"152"
"6810626","2018-07-01",435.97,7,2018,"182"
"6810626","2018-08-01",438.605,8,2018,"213"
"6810626","2018-09-01",424.725,9,2018,"244"
"6810626","2018-10-01",375.87,10,2018,"274"
"6810626","2018-11-01",359.945,11,2018,"305"
"6810626","2018-12-01",352.665,12,2018,"335"
"6810626","2019-01-01",340.435,1,2019,"1"
"6810626","2019-02-01",334.3,2,2019,"32"
"6810626","2019-03-01",336.1,3,2019,"60"
"6810626","2019-04-01",341.435,4,2019,"91"
"6810626","2019-05-01",336.89,5,2019,"121"
"6810626","2019-06-01",340.475,6,2019,"152"
"6810626","2019-07-01",360.2,7,2019,"182"
"6810626","2019-08-01",398.83,8,2019,"213"
"6810626","2019-09-01",413.19,9,2019,"244"
"6810626","2019-10-01",414.38,10,2019,"274"
"6810626","2019-11-01",386.24,11,2019,"305"
"6810626","2019-12-01",371.1,12,2019,"335"
"6810626","2020-01-01",365.385,1,2020,"1"
"6810626","2020-02-01",357.935,2,2020,"32"
"6810626","2020-03-01",353.125,3,2020,"61"
"6810626","2020-04-01",352.08,4,2020,"92"
"6810626","2020-05-01",358.585,5,2020,"122"
"6810626","2020-06-01",395.31,6,2020,"153"
"6810626","2020-07-01",432.73,7,2020,"183"
"6810626","2020-08-01",431.075,8,2020,"214"
"6810626","2020-09-01",435.245,9,2020,"245"
"6810626","2020-10-01",437.825,10,2020,"275"
"6810626","2020-11-01",436.71,11,2020,"306"
"6810626","2020-12-01",424.91,12,2020,"336"
"6810626","2021-01-01",402.375,1,2021,"1"
"6810626","2021-02-01",404.57,2,2021,"32"
"6810626","2021-03-01",394.05,3,2021,"60"
"6810626","2021-04-01",398.745,4,2021,"91"
"6810626","2021-05-01",391.475,5,2021,"121"
"6810626","2021-06-01",382.675,6,2021,"152"
"6810626","2021-07-01",381.08,7,2021,"182"
"6810626","2021-08-01",393.335,8,2021,"213"
"6810626","2021-09-01",405.86,9,2021,"244"
"6810626","2021-10-01",405.67,10,2021,"274"
"6810626","2021-11-01",388.845,11,2021,"305"
"6810626","2021-12-01",386.49,12,2021,"335"
"6810626","2022-01-01",381.04,1,2022,"1"
"6810626","2022-02-01",373.215,2,2022,"32"
"6810626","2022-03-01",374.49,3,2022,"60"
"6810626","2022-04-01",414.65,4,2022,"91"
"6810626","2022-05-01",407.4,5,2022,"121"
"6810626","2022-06-01",443.1,6,2022,"152"
"6810626","2022-07-01",440.845,7,2022,"182"
"6810626","2022-08-01",440.75,8,2022,"213"
"6810626","2022-09-01",437.645,9,2022,"244"
"6810626","2022-10-01",439.51,10,2022,"274"
"6810626","2022-11-01",437.92,11,2022,"305"
"6810626","2022-12-01",422.025,12,2022,"335"
"6810626","2023-01-01",407.95,1,2023,"1"
"6810626","2023-02-01",420.85,2,2023,"32"
"6810626","2023-03-01",411.975,3,2023,"60"
"6810626","2023-04-01",407.075,4,2023,"91"
"6810626","2023-05-01",413.535,5,2023,"121"
"6810626","2023-06-01",423.585,6,2023,"152"
"6810813","2004-08-01",435.22,8,2004,"214"
"6810813","2004-09-01",435.22,9,2004,"245"
"6810813","2004-10-01",434.18,10,2004,"275"
"6810813","2004-11-01",434.1,11,2004,"306"
"6810813","2004-12-01",435.56,12,2004,"336"
"6810813","2005-01-01",433.555,1,2005,"1"
"6810813","2005-02-01",431.015,2,2005,"32"
"6810813","2005-03-01",427.475,3,2005,"60"
"6810813","2005-04-01",427.39,4,2005,"91"
"6810813","2005-05-01",427.225,5,2005,"121"
"6810813","2005-06-01",429.805,6,2005,"152"
"6810813","2005-07-01",443.18,7,2005,"182"
"6810813","2005-08-01",446.47,8,2005,"213"
"6810813","2005-09-01",447.975,9,2005,"244"
"6810813","2005-10-01",448.35,10,2005,"274"
"6810813","2005-11-01",475.46,11,2005,"305"
"6810813","2005-12-01",474.29,12,2005,"335"
"6810813","2006-01-01",474.975,1,2006,"1"
"6810813","2006-02-01",463.92,2,2006,"32"
"6810813","2006-03-01",467.915,3,2006,"60"
"6810813","2006-04-01",467.8,4,2006,"91"
"6810813","2006-05-01",470.3,5,2006,"121"
"6810813","2006-06-01",491.455,6,2006,"152"
"6810813","2006-07-01",509.26,7,2006,"182"
"6810813","2006-08-01",517.205,8,2006,"213"
"6810813","2006-09-01",507.96,9,2006,"244"
"6810813","2006-10-01",501.51,10,2006,"274"
"6810813","2006-11-01",497.335,11,2006,"305"
"6810813","2006-12-01",494.79,12,2006,"335"
"6810813","2007-01-01",486.375,1,2007,"1"
"6810813","2007-02-01",481.705,2,2007,"32"
"6810813","2007-03-01",480.125,3,2007,"60"
"6810813","2007-04-01",485.125,4,2007,"91"
"6810813","2007-05-01",483.375,5,2007,"121"
"6810813","2007-06-01",485.04,6,2007,"152"
"6810813","2007-07-01",481.04,7,2007,"182"
"6810813","2007-08-01",482.2,8,2007,"213"
"6810813","2007-09-01",478.8,9,2007,"244"
"6810813","2007-10-01",483.8,10,2007,"274"
"6810813","2007-11-01",482.45,11,2007,"305"
"6810813","2007-12-01",477.5,12,2007,"335"
"6810813","2008-01-01",478.7,1,2008,"1"
"6810813","2008-02-01",480.05,2,2008,"32"
"6810813","2008-03-01",481.55,3,2008,"61"
"6810813","2008-04-01",487.45,4,2008,"92"
