"date","elevation_at_waterlevel","site","year","julian"
2016-08-30,1147.04,6810616,2016,243
2016-09-15,1144.64,6810616,2016,259
2016-09-29,1146,6810616,2016,273
2016-10-13,1145.67,6810616,2016,287
2016-10-27,1141.01,6810616,2016,301
2016-11-16,1159.43,6810616,2016,321
2016-11-29,1164.71,6810616,2016,334
2016-12-15,1171.54,6810616,2016,350
2016-12-28,1173.4,6810616,2016,363
2017-01-17,1176.85,6810616,2017,17
2017-01-30,1180.53,6810616,2017,30
2017-02-15,1182.29,6810616,2017,46
2017-02-28,1183.84,6810616,2017,59
2017-03-15,1185.85,6810616,2017,74
2017-03-29,1181.13,6810616,2017,88
2017-04-12,1178.16,6810616,2017,102
2017-04-28,1173.83,6810616,2017,118
2017-05-15,1160.78,6810616,2017,135
2017-05-30,1165.01,6810616,2017,150
2017-06-15,1154.07,6810616,2017,166
2017-06-29,1142.65,6810616,2017,180
2017-07-27,1084.22,6810616,2017,208
2017-08-16,1065.92,6810616,2017,228
2017-08-30,1066.66,6810616,2017,242
2017-09-14,1061.99,6810616,2017,257
2017-09-28,1065.7,6810616,2017,271
2017-10-16,1067.7,6810616,2017,289
2017-10-30,1106.44,6810616,2017,303
2017-11-15,1095.95,6810616,2017,319
2017-11-29,1086.98,6810616,2017,333
2017-12-13,1094.27,6810616,2017,347
2017-12-27,1103.29,6810616,2017,361
2018-01-18,1109.42,6810616,2018,18
2018-01-31,1074.98,6810616,2018,31
2018-02-14,1092.61,6810616,2018,45
2018-02-28,1109.77,6810616,2018,59
2018-03-14,1118.34,6810616,2018,73
2018-03-28,1117.77,6810616,2018,87
2018-04-10,1119.84,6810616,2018,100
2018-04-25,1114.47,6810616,2018,115
2018-05-16,1112.18,6810616,2018,136
2018-05-30,1118.89,6810616,2018,150
2018-06-13,1089.37,6810616,2018,164
2018-06-27,1086.12,6810616,2018,178
2018-07-18,1087.58,6810616,2018,199
2018-07-31,1081.34,6810616,2018,212
2018-08-15,1082.43,6810616,2018,227
2018-08-29,1081.38,6810616,2018,241
2018-09-12,1087.81,6810616,2018,255
2018-09-26,1103.44,6810616,2018,269
2018-10-16,1121.64,6810616,2018,289
2018-10-30,1131.27,6810616,2018,303
2018-11-15,1138.03,6810616,2018,319
2018-11-29,1142.07,6810616,2018,333
2018-12-12,1144.68,6810616,2018,346
2018-12-27,1146.86,6810616,2018,361
2019-01-16,1152.34,6810616,2019,16
2019-01-30,1155.05,6810616,2019,30
2019-02-13,1157.2,6810616,2019,44
2019-02-27,1155.96,6810616,2019,58
2019-03-12,1157.71,6810616,2019,71
2019-03-28,1151.48,6810616,2019,87
2019-04-11,1152.19,6810616,2019,101
2019-04-30,1156.78,6810616,2019,120
2019-05-15,1159.9,6810616,2019,135
2019-05-29,1171.85,6810616,2019,149
2019-06-13,1168.79,6810616,2019,164
2019-06-27,1167.22,6810616,2019,178
2019-07-17,1154.66,6810616,2019,198
2019-07-31,1129.45,6810616,2019,212
2019-08-15,1100.09,6810616,2019,227
2019-08-29,1098.97,6810616,2019,241
2019-09-12,1096.16,6810616,2019,255
2019-09-25,1085.34,6810616,2019,268
2019-10-16,1091.21,6810616,2019,289
2019-10-31,1102.97,6810616,2019,304
2019-11-14,1122.49,6810616,2019,318
2019-11-27,1135.18,6810616,2019,331
2019-12-12,1145.36,6810616,2019,346
2019-12-30,1150.85,6810616,2019,364
2020-01-14,1148.59,6810616,2020,14
2020-01-30,1160.8,6810616,2020,30
2020-02-13,1163.13,6810616,2020,44
2020-02-27,1166.69,6810616,2020,58
2020-03-16,1166.84,6810616,2020,76
2020-03-30,1164.85,6810616,2020,90
2020-04-16,1162.73,6810616,2020,107
2020-04-30,1146.7,6810616,2020,121
2020-05-14,1133.63,6810616,2020,135
2020-05-28,1144.16,6810616,2020,149
2020-06-15,1106.83,6810616,2020,167
2020-06-29,1106.1,6810616,2020,181
2020-07-16,1066.36,6810616,2020,198
2020-07-30,1063.78,6810616,2020,212
2020-08-13,1063.79,6810616,2020,226
2020-08-27,1063.65,6810616,2020,240
2020-09-15,1072.68,6810616,2020,259
2020-09-30,1063.9,6810616,2020,274
2020-10-15,1063.95,6810616,2020,289
2020-10-29,1064.03,6810616,2020,303
2020-11-16,1064.17,6810616,2020,321
2020-11-30,1066.75,6810616,2020,335
2020-12-15,1075.5,6810616,2020,350
2020-12-28,1083.53,6810616,2020,363
2021-01-14,1080.4,6810616,2021,14
2021-01-28,1110.6,6810616,2021,28
2021-02-11,1103.16,6810616,2021,42
2021-02-25,1088.25,6810616,2021,56
2021-03-16,1117.65,6810616,2021,75
2021-03-30,1118.38,6810616,2021,89
2021-04-15,1117.9,6810616,2021,105
2021-04-29,1112.79,6810616,2021,119
2021-05-13,1120.19,6810616,2021,133
2021-05-26,1124.69,6810616,2021,146
2021-06-17,1137.8,6810616,2021,168
2021-06-29,1108.3,6810616,2021,180
2021-07-15,1138.15,6810616,2021,196
2021-07-29,1116.4,6810616,2021,210
2021-08-16,1118.26,6810616,2021,228
2021-08-30,1113.91,6810616,2021,242
2021-09-15,1107.05,6810616,2021,258
2021-09-30,1098.38,6810616,2021,273
2021-10-15,1106.22,6810616,2021,288
2021-10-28,1109.71,6810616,2021,301
2021-11-15,1123.36,6810616,2021,319
2021-11-30,1124.96,6810616,2021,334
2021-12-14,1123.78,6810616,2021,348
2021-12-28,1122.35,6810616,2021,362
2022-01-13,1128.24,6810616,2022,13
2022-01-27,1137.34,6810616,2022,27
2022-02-11,1149.13,6810616,2022,42
2022-02-28,1151.64,6810616,2022,59
2022-03-16,1142.99,6810616,2022,75
2022-03-30,1124.71,6810616,2022,89
2007-09-15,1180.5,6810626,2007,258
2007-09-30,1174.7,6810626,2007,273
2007-10-15,1170,6810626,2007,288
2007-10-31,1172.2,6810626,2007,304
2007-11-15,1169.6,6810626,2007,319
2007-11-15,1174.4,6810626,2007,319
2007-12-14,1180,6810626,2007,348
2007-12-31,1178.7,6810626,2007,365
2008-01-15,1181.5,6810626,2008,15
2008-01-31,1186,6810626,2008,31
2008-02-15,1178.5,6810626,2008,46
2008-02-29,1170.8,6810626,2008,60
2008-03-14,1176.4,6810626,2008,74
2008-03-31,1171.6,6810626,2008,91
2008-04-15,1169.8,6810626,2008,106
2008-04-30,1153,6810626,2008,121
2008-05-15,1165.7,6810626,2008,136
2008-05-30,1155.4,6810626,2008,151
2008-06-15,1151.4,6810626,2008,167
2008-06-30,1094.8,6810626,2008,182
2008-07-15,1111.3,6810626,2008,197
2008-07-31,1113.7,6810626,2008,213
2008-08-15,1108.3,6810626,2008,228
2008-08-29,1110.4,6810626,2008,242
2008-09-15,1126.6,6810626,2008,259
2008-09-30,1109.8,6810626,2008,274
2008-10-15,1112.3,6810626,2008,289
2008-10-31,1118.8,6810626,2008,305
2008-11-13,1119.4,6810626,2008,318
2008-12-01,1119.7,6810626,2008,336
2008-12-15,1128.9,6810626,2008,350
2008-12-29,1128.5,6810626,2008,364
2009-01-15,1138,6810626,2009,15
2009-01-30,1138,6810626,2009,30
2009-02-13,1134.9,6810626,2009,44
2009-02-27,1130.9,6810626,2009,58
2009-03-17,1129.7,6810626,2009,76
2009-03-31,1131.4,6810626,2009,90
2009-04-15,1127.7,6810626,2009,105
2009-04-29,1132.1,6810626,2009,119
2009-05-15,1129.8,6810626,2009,135
2009-05-29,1129.9,6810626,2009,149
2009-06-15,1109.9,6810626,2009,166
2009-06-30,1110.4,6810626,2009,181
2009-07-15,1078,6810626,2009,196
2009-07-31,1080.1,6810626,2009,212
2009-08-14,1080.05,6810626,2009,226
2009-08-28,1081.9,6810626,2009,240
2009-09-15,1096,6810626,2009,258
2009-09-30,1103.9,6810626,2009,273
2009-10-15,1118.35,6810626,2009,288
2009-10-30,1128.87,6810626,2009,303
2009-11-13,1130.9,6810626,2009,317
2009-11-30,1131,6810626,2009,334
2009-12-15,1137.9,6810626,2009,349
2010-01-12,1136.8,6810626,2010,12
2010-01-28,1147.75,6810626,2010,28
2010-02-12,1149.1,6810626,2010,43
2010-02-26,1156.35,6810626,2010,57
2010-03-15,1163.05,6810626,2010,74
2010-03-31,1162.8,6810626,2010,90
2010-04-16,1164.2,6810626,2010,106
2010-04-30,1163.85,6810626,2010,120
2010-05-14,1153.51,6810626,2010,134
2010-05-28,1161.3,6810626,2010,148
2010-06-16,1150.25,6810626,2010,167
2010-06-30,1137.58,6810626,2010,181
2010-07-16,1142,6810626,2010,197
2010-07-30,1136.23,6810626,2010,211
2010-08-16,1102.98,6810626,2010,228
2010-08-31,1093.85,6810626,2010,243
2010-09-16,1120.3,6810626,2010,259
2010-09-30,1131.79,6810626,2010,273
2010-10-15,1127.98,6810626,2010,288
2010-10-29,1124.75,6810626,2010,302
2010-11-16,1127.55,6810626,2010,320
2010-11-30,1125.21,6810626,2010,334
2010-12-16,1131.71,6810626,2010,350
2010-12-30,1134.96,6810626,2010,364
2011-01-14,1132,6810626,2011,14
2011-01-28,1142.51,6810626,2011,28
2011-02-11,1129.27,6810626,2011,42
2011-02-25,1138.32,6810626,2011,56
2011-03-15,1136.63,6810626,2011,74
2011-03-31,1123.89,6810626,2011,90
2011-04-15,1108.79,6810626,2011,105
2011-04-29,1095.82,6810626,2011,119
2011-05-13,1088,6810626,2011,133
2011-05-27,1082.9,6810626,2011,147
2011-06-16,1073.36,6810626,2011,167
2011-06-30,1076.05,6810626,2011,181
2011-07-15,1073.18,6810626,2011,196
2011-07-29,1072.84,6810626,2011,210
2011-08-16,1071.89,6810626,2011,228
2011-08-31,1071.72,6810626,2011,243
2011-09-16,1073.44,6810626,2011,259
2011-10-13,1085.09,6810626,2011,286
2011-10-28,1090.88,6810626,2011,301
2011-11-15,1097.72,6810626,2011,319
2011-11-30,1105.34,6810626,2011,334
2011-12-16,1115.5,6810626,2011,350
2011-12-29,1119.87,6810626,2011,363
2012-01-19,1128.51,6810626,2012,19
2012-01-31,1131.4,6810626,2012,31
2012-02-16,1135.16,6810626,2012,47
2012-02-29,1138.28,6810626,2012,60
2012-03-15,1138.71,6810626,2012,75
2012-03-30,1136.8,6810626,2012,90
2012-04-13,1127.2,6810626,2012,104
2012-04-27,1114.25,6810626,2012,118
2012-05-15,1122.36,6810626,2012,136
2012-05-31,1102.59,6810626,2012,152
2012-06-15,1089.58,6810626,2012,167
2012-06-29,1079.45,6810626,2012,181
2012-07-17,1078.3,6810626,2012,199
2012-07-31,1078.3,6810626,2012,213
2012-08-16,1072.98,6810626,2012,229
2012-09-14,1072.4,6810626,2012,258
2012-09-27,1078.78,6810626,2012,271
2012-10-16,1088.6,6810626,2012,290
2012-10-31,1089.85,6810626,2012,305
2012-11-16,1111.01,6810626,2012,321
2012-11-30,1124.28,6810626,2012,335
2012-12-14,1135.23,6810626,2012,349
2012-12-28,1141.13,6810626,2012,363
2013-01-16,1149.74,6810626,2013,16
2013-01-31,1156.25,6810626,2013,31
2013-02-15,1157.92,6810626,2013,46
2013-02-28,1155.48,6810626,2013,59
2013-03-15,1155.55,6810626,2013,74
2013-03-28,1149.53,6810626,2013,87
2013-04-16,1153.95,6810626,2013,106
2013-04-30,1151.6,6810626,2013,120
2013-05-15,1157.51,6810626,2013,135
2013-05-31,1157.02,6810626,2013,151
2013-06-14,1155.85,6810626,2013,165
2013-06-28,1142.48,6810626,2013,179
2013-07-16,1136.53,6810626,2013,197
2013-07-31,1130.5,6810626,2013,212
2013-08-16,1109.74,6810626,2013,228
2013-08-30,1110.7,6810626,2013,242
2013-09-13,1111.7,6810626,2013,256
2013-09-27,1126.58,6810626,2013,270
2013-10-16,1133.35,6810626,2013,289
2013-10-31,1134.38,6810626,2013,304
2013-11-15,1136.05,6810626,2013,319
2013-11-26,1136.3,6810626,2013,330
2013-12-17,1149.1,6810626,2013,351
2013-12-30,1149.29,6810626,2013,364
2014-01-16,1154.65,6810626,2014,16
2014-02-14,1155.21,6810626,2014,45
2014-02-28,1156.32,6810626,2014,59
2014-03-14,1158.7,6810626,2014,73
2014-03-28,1158.35,6810626,2014,87
2014-04-15,1150.96,6810626,2014,105
2014-04-30,1145.89,6810626,2014,120
2014-05-15,1140.28,6810626,2014,135
2014-05-30,1148.25,6810626,2014,150
2014-06-13,1145,6810626,2014,164
2014-06-27,1142.34,6810626,2014,178
2014-07-16,1118.75,6810626,2014,197
2014-07-31,1123.33,6810626,2014,212
2014-08-15,1109.3,6810626,2014,227
2014-08-29,1105.05,6810626,2014,241
2014-09-15,1107.7,6810626,2014,258
2014-09-30,1117.05,6810626,2014,273
2014-10-15,1119.29,6810626,2014,288
2014-10-31,1123.58,6810626,2014,304
2014-11-14,1139.1,6810626,2014,318
2014-11-25,1144.33,6810626,2014,329
2014-12-10,1148.58,6810626,2014,344
2014-12-22,1152.39,6810626,2014,356
2015-01-15,1158.15,6810626,2015,15
2015-01-29,1161.33,6810626,2015,29
2015-02-12,1164,6810626,2015,43
2015-02-26,1166.92,6810626,2015,57
2015-03-16,1171.25,6810626,2015,75
2015-03-30,1171.19,6810626,2015,89
2015-04-15,1172.88,6810626,2015,105
2015-04-29,1176.02,6810626,2015,119
2015-05-14,1177.18,6810626,2015,134
2015-05-29,1185.76,6810626,2015,149
2015-06-15,1183,6810626,2015,166
2015-06-29,1186.77,6810626,2015,180
2015-07-16,1174.5,6810626,2015,197
2015-07-30,1158.11,6810626,2015,211
2015-08-13,1146.77,6810626,2015,225
2015-08-27,1138.47,6810626,2015,239
2015-09-15,1133.75,6810626,2015,258
2015-09-29,1128.53,6810626,2015,272
2015-10-15,1104.42,6810626,2015,288
2015-10-29,1111.53,6810626,2015,302
2015-11-13,1136.97,6810626,2015,317
2015-11-23,1149.8,6810626,2015,327
2015-12-15,1160.75,6810626,2015,349
2015-12-29,1161.08,6810626,2015,363
2016-01-14,1166.05,6810626,2016,14
2016-01-28,1169.8,6810626,2016,28
2016-02-11,1168.57,6810626,2016,42
2016-02-24,1149.85,6810626,2016,55
2016-03-15,1151.24,6810626,2016,75
2016-03-30,1150.85,6810626,2016,90
2016-04-14,1141.1,6810626,2016,105
2016-04-28,1148.05,6810626,2016,119
2016-05-16,1163.95,6810626,2016,137
2016-05-31,1170.6,6810626,2016,152
2016-06-15,1172,6810626,2016,167
2016-06-30,1165.78,6810626,2016,182
2016-07-13,1157.61,6810626,2016,195
2016-07-28,1130.5,6810626,2016,210
2016-08-16,1112.69,6810626,2016,229
2016-08-30,1141.1,6810626,2016,243
2016-09-15,1139.8,6810626,2016,259
2016-09-29,1140.55,6810626,2016,273
2016-10-13,1140.07,6810626,2016,287
2016-10-27,1135.55,6810626,2016,301
2016-11-16,1150.25,6810626,2016,321
2016-11-29,1155.87,6810626,2016,334
2016-12-15,1163.86,6810626,2016,350
2016-12-28,1165.65,6810626,2016,363
2017-01-17,1170.05,6810626,2017,17
2017-01-30,1173.88,6810626,2017,30
2017-02-15,1175.44,6810626,2017,46
2017-02-28,1178.88,6810626,2017,59
2017-03-15,1180.24,6810626,2017,74
2017-03-29,1178.77,6810626,2017,88
2017-04-12,1177.69,6810626,2017,102
2017-04-28,1175.05,6810626,2017,118
2017-05-15,1160.05,6810626,2017,135
2017-05-30,1161.4,6810626,2017,150
2017-06-15,1151.14,6810626,2017,166
2017-06-29,1138.35,6810626,2017,180
2017-07-27,1088.55,6810626,2017,208
2017-08-16,1079.33,6810626,2017,228
2017-08-30,1087.4,6810626,2017,242
2017-09-14,1079.2,6810626,2017,257
2017-09-28,1083.47,6810626,2017,271
2017-10-16,1095.25,6810626,2017,289
2017-10-30,1098.6,6810626,2017,303
2017-11-15,1091.87,6810626,2017,319
2017-11-29,1091.9,6810626,2017,333
2017-12-13,1089.22,6810626,2017,347
2017-12-27,1096.72,6810626,2017,361
2018-01-18,1099.13,6810626,2018,18
2018-01-31,1102.21,6810626,2018,31
2018-02-14,1112.75,6810626,2018,45
2018-02-28,1130.3,6810626,2018,59
2018-03-14,1128.77,6810626,2018,73
2018-03-28,1138.55,6810626,2018,87
2018-04-10,1139.74,6810626,2018,100
2018-04-25,1128.8,6810626,2018,115
2018-05-16,1128.08,6810626,2018,136
2018-05-30,1117.91,6810626,2018,150
2018-06-13,1088.25,6810626,2018,164
2018-06-27,1081.11,6810626,2018,178
2018-07-18,1081.3,6810626,2018,199
2018-07-31,1074.76,6810626,2018,212
2018-08-15,1076.9,6810626,2018,227
2018-08-29,1073.89,6810626,2018,241
2018-09-12,1080.94,6810626,2018,255
2018-09-26,1097.61,6810626,2018,269
2018-10-16,1131,6810626,2018,289
2018-10-30,1145.26,6810626,2018,303
2018-11-15,1152.89,6810626,2018,319
2018-11-29,1155.22,6810626,2018,333
2018-12-12,1159.49,6810626,2018,346
2018-12-27,1163.18,6810626,2018,361
2019-01-16,1170.48,6810626,2019,16
2019-01-30,1176.65,6810626,2019,30
2019-02-13,1179.65,6810626,2019,44
2019-02-27,1179.75,6810626,2019,58
2019-03-12,1182.75,6810626,2019,71
2019-03-28,1173.05,6810626,2019,87
2019-04-11,1172.58,6810626,2019,101
2019-04-30,1172.55,6810626,2019,120
2019-05-15,1179.22,6810626,2019,135
2019-05-29,1175,6810626,2019,149
2019-06-13,1173.7,6810626,2019,164
2019-06-27,1173.35,6810626,2019,178
2019-07-17,1168.75,6810626,2019,198
2019-07-31,1138.85,6810626,2019,212
2019-08-15,1118.44,6810626,2019,227
2019-08-29,1111.9,6810626,2019,241
2019-09-12,1102.45,6810626,2019,255
2019-09-25,1099.17,6810626,2019,268
2019-10-16,1093.82,6810626,2019,289
2019-10-31,1105.42,6810626,2019,304
2019-11-14,1123.08,6810626,2019,318
2019-11-27,1132.44,6810626,2019,331
2019-12-12,1140.2,6810626,2019,346
2019-12-30,1145.6,6810626,2019,364
2020-01-14,1144.2,6810626,2020,14
2020-01-30,1153.03,6810626,2020,30
2020-02-13,1155.35,6810626,2020,44
2020-02-27,1156.78,6810626,2020,58
2020-03-16,1160.35,6810626,2020,76
2020-03-30,1161.4,6810626,2020,90
2020-04-16,1161.52,6810626,2020,107
2020-04-30,1162.32,6810626,2020,121
2020-05-14,1155.75,6810626,2020,135
2020-05-28,1155.08,6810626,2020,149
2020-06-15,1121.05,6810626,2020,167
2020-06-29,1116.33,6810626,2020,181
2020-07-16,1086.99,6810626,2020,198
2020-07-30,1075.55,6810626,2020,212
2020-08-13,1073.4,6810626,2020,226
2020-08-27,1092.45,6810626,2020,240
2020-09-15,1077.55,6810626,2020,259
2020-09-30,1079.96,6810626,2020,274
2020-10-15,1075.75,6810626,2020,289
2020-10-29,1076.6,6810626,2020,303
2020-11-16,1075.68,6810626,2020,321
2020-11-30,1078.9,6810626,2020,335
2020-12-15,1081.48,6810626,2020,350
2020-12-28,1096.7,6810626,2020,363
2021-01-14,1110.1,6810626,2021,14
2021-01-28,1113.15,6810626,2021,28
2021-02-11,1114.76,6810626,2021,42
2021-02-25,1104.1,6810626,2021,56
2021-03-16,1120.13,6810626,2021,75
2021-03-30,1119.77,6810626,2021,89
2021-04-15,1116.03,6810626,2021,105
2021-04-29,1114.48,6810626,2021,119
2021-05-13,1119.1,6810626,2021,133
2021-05-26,1125.95,6810626,2021,146
2021-06-17,1137.1,6810626,2021,168
2021-06-29,1125.55,6810626,2021,180
2021-07-15,1133.25,6810626,2021,196
2021-07-29,1132.59,6810626,2021,210
2021-08-16,1123.55,6810626,2021,228
2021-08-30,1117.78,6810626,2021,242
2021-09-15,1115.62,6810626,2021,258
2021-09-30,1100.66,6810626,2021,273
2021-10-15,1104.89,6810626,2021,288
2021-10-28,1111.77,6810626,2021,301
2021-11-15,1125.86,6810626,2021,319
2021-11-30,1124.45,6810626,2021,334
2021-12-14,1128.23,6810626,2021,348
2021-12-28,1126.79,6810626,2021,362
2022-01-13,1132.8,6810626,2022,13
2022-01-27,1133.12,6810626,2022,27
2022-02-11,1135.02,6810626,2022,42
2022-02-28,1146.55,6810626,2022,59
2022-03-16,1141.9,6810626,2022,75
2022-03-30,1137.12,6810626,2022,89
2004-08-30,1204.78,6810813,2004,243
2004-09-15,1204.78,6810813,2004,259
2004-09-30,1204.78,6810813,2004,274
2004-10-15,1205.78,6810813,2004,289
2004-10-31,1205.86,6810813,2004,305
2004-11-15,1205.86,6810813,2004,320
2004-11-29,1205.94,6810813,2004,334
2004-12-15,1205.69,6810813,2004,350
2004-12-31,1203.19,6810813,2004,366
2005-01-15,1205.11,6810813,2005,15
2005-01-31,1207.78,6810813,2005,31
2005-02-14,1207.86,6810813,2005,45
2005-02-28,1210.11,6810813,2005,59
2005-03-15,1211.86,6810813,2005,74
2005-03-31,1213.19,6810813,2005,90
2005-04-14,1212.86,6810813,2005,104
2005-04-28,1212.36,6810813,2005,118
2005-05-16,1211.86,6810813,2005,136
2005-05-30,1213.69,6810813,2005,150
2005-06-15,1211.03,6810813,2005,166
2005-06-30,1209.36,6810813,2005,181
2005-07-15,1194.61,6810813,2005,196
2005-07-31,1199.03,6810813,2005,212
2005-08-15,1194.78,6810813,2005,227
2005-08-31,1192.28,6810813,2005,243
2005-09-15,1194.19,6810813,2005,258
2005-09-30,1189.86,6810813,2005,273
2005-10-15,1193.44,6810813,2005,288
2005-10-31,1189.86,6810813,2005,304
2005-11-15,1164.83,6810813,2005,319
2005-11-30,1164.25,6810813,2005,334
2005-12-15,1165.75,6810813,2005,349
2005-12-30,1165.67,6810813,2005,364
2006-01-15,1164.3,6810813,2006,15
2006-01-31,1165.75,6810813,2006,31
2006-02-15,1176.58,6810813,2006,46
2006-02-28,1175.58,6810813,2006,59
2006-03-14,1171,6810813,2006,73
2006-03-31,1173.17,6810813,2006,90
2006-04-15,1172.4,6810813,2006,105
2006-04-30,1172,6810813,2006,120
2006-05-15,1171,6810813,2006,135
2006-05-31,1168.4,6810813,2006,151
2006-06-15,1152.42,6810813,2006,166
2006-06-30,1144.67,6810813,2006,181
2006-07-15,1134.58,6810813,2006,196
2006-07-31,1126.9,6810813,2006,212
2006-08-15,1122.17,6810813,2006,227
2006-08-30,1123.42,6810813,2006,242
2006-09-15,1128,6810813,2006,258
2006-09-30,1136.08,6810813,2006,273
2006-10-15,1136.08,6810813,2006,288
2006-10-30,1140.9,6810813,2006,303
2006-11-15,1142.33,6810813,2006,319
2006-11-30,1143,6810813,2006,334
2006-12-15,1144.25,6810813,2006,349
2006-12-31,1146.17,6810813,2006,365
2007-01-19,1151.75,6810813,2007,19
2007-01-31,1155.5,6810813,2007,31
2007-02-15,1158.17,6810813,2007,46
2007-02-28,1158.42,6810813,2007,59
2007-03-15,1158.75,6810813,2007,74
2007-03-30,1161,6810813,2007,89
2007-04-15,1151.92,6810813,2007,105
2007-04-30,1157.83,6810813,2007,120
2007-05-15,1155.5,6810813,2007,135
2007-05-31,1157.75,6810813,2007,151
2007-06-15,1156.5,6810813,2007,166
2007-06-30,1153.42,6810813,2007,181
2007-07-15,1157,6810813,2007,196
2007-07-31,1160.92,6810813,2007,212
2007-08-15,1154.5,6810813,2007,227
2007-08-31,1161.1,6810813,2007,243
2007-09-15,1162.6,6810813,2007,258
2007-09-30,1159.8,6810813,2007,273
2007-10-15,1155.9,6810813,2007,288
2007-10-31,1156.5,6810813,2007,304
2007-11-15,1156.6,6810813,2007,319
2007-11-30,1158.5,6810813,2007,334
2007-12-14,1164.2,6810813,2007,348
2007-12-31,1160.8,6810813,2007,365
2008-01-15,1161,6810813,2008,15
2008-01-31,1161.6,6810813,2008,31
2008-02-15,1161.8,6810813,2008,46
2008-02-29,1158.1,6810813,2008,60
2008-03-14,1162.9,6810813,2008,74
2008-03-31,1154,6810813,2008,91
2008-04-15,1152.5,6810813,2008,106
2008-04-30,1152.6,6810813,2008,121
2008-05-15,1151.9,6810813,2008,136
2008-05-30,1147.2,6810813,2008,151
2008-06-15,1142.6,6810813,2008,167
2008-06-30,1140.5,6810813,2008,182
2008-07-15,1133.8,6810813,2008,197
2008-07-31,1145.4,6810813,2008,213
2008-08-15,1142.5,6810813,2008,228
2008-08-29,1147.8,6810813,2008,242
2008-09-15,1145.9,6810813,2008,259
2008-09-30,1145.3,6810813,2008,274
2008-10-15,1144.8,6810813,2008,289
2008-10-31,1140.2,6810813,2008,305
2008-11-13,1143.3,6810813,2008,318
2008-12-01,1139.2,6810813,2008,336
2008-12-15,1141.6,6810813,2008,350
2008-12-29,1141.8,6810813,2008,364
2009-01-15,1146.2,6810813,2009,15
2009-01-30,1145.2,6810813,2009,30
2009-02-13,1144.2,6810813,2009,44
2009-02-27,1140.8,6810813,2009,58
2009-03-17,1146.4,6810813,2009,76
2009-03-31,1146.9,6810813,2009,90
2009-04-15,1148.4,6810813,2009,105
2009-04-29,1147,6810813,2009,119
2009-05-15,1146.6,6810813,2009,135
2009-05-29,1143.9,6810813,2009,149
2009-06-15,1136.4,6810813,2009,166
2009-06-30,1131.6,6810813,2009,181
2009-07-15,1130.8,6810813,2009,196
2009-07-31,1127.7,6810813,2009,212
2009-08-14,1128.7,6810813,2009,226
2009-08-28,1124.3,6810813,2009,240
2009-09-15,1122,6810813,2009,258
2009-09-30,1125.58,6810813,2009,273
2009-10-15,1126.5,6810813,2009,288
2009-10-30,1126.1,6810813,2009,303
2009-11-13,1127,6810813,2009,317
2009-11-30,1127.4,6810813,2009,334
2009-12-15,1130.6,6810813,2009,349
2010-01-28,1129.6,6810813,2010,28
2010-02-12,1128.6,6810813,2010,43
2010-02-26,1127.6,6810813,2010,57
2010-03-15,1130.9,6810813,2010,74
2010-03-31,1126.6,6810813,2010,90
2010-04-16,1127.5,6810813,2010,106
2010-04-30,1126.2,6810813,2010,120
2010-05-14,1124.8,6810813,2010,134
2010-05-28,1126.48,6810813,2010,148
2010-06-16,1117.05,6810813,2010,167
2010-06-30,1116.32,6810813,2010,181
2010-07-16,1115.1,6810813,2010,197
2010-07-30,1114.59,6810813,2010,211
2010-08-16,1105.68,6810813,2010,228
2010-08-31,1107.8,6810813,2010,243
2010-09-16,1097.35,6810813,2010,259
2010-09-30,1101.44,6810813,2010,273
2010-10-15,1100.75,6810813,2010,288
2010-10-29,1106.55,6810813,2010,302
2010-11-16,1100.31,6810813,2010,320
2010-11-30,1101.48,6810813,2010,334
2010-12-16,1104.32,6810813,2010,350
2010-12-30,1105.34,6810813,2010,364
2011-01-13,1127.4,6810813,2011,13
2011-01-14,1106.04,6810813,2011,14
2011-01-28,1106.45,6810813,2011,28
2011-02-11,1094.88,6810813,2011,42
2011-02-25,1095.96,6810813,2011,56
2011-03-15,1087.2,6810813,2011,74
2011-03-31,1115.52,6810813,2011,90
2011-04-15,1110.89,6810813,2011,105
2011-04-29,1087.65,6810813,2011,119
2011-05-13,1077.46,6810813,2011,133
2011-05-27,1073.16,6810813,2011,147
2011-06-16,1066.8,6810813,2011,167
2011-06-30,1068.3,6810813,2011,181
2011-07-15,1069.34,6810813,2011,196
2011-07-29,1066.25,6810813,2011,210
2011-08-16,1072.36,6810813,2011,228
2011-08-31,1078.31,6810813,2011,243
2011-09-16,1079.79,6810813,2011,259
2011-10-13,1089.4,6810813,2011,286
2011-10-28,1092.7,6810813,2011,301
2011-11-15,1098.8,6810813,2011,319
2011-11-30,1114.69,6810813,2011,334
2011-12-16,1132.62,6810813,2011,350
2011-12-29,1139.14,6810813,2011,363
2012-01-19,1145.28,6810813,2012,19
2012-01-31,1148.05,6810813,2012,31
2012-02-16,1151.3,6810813,2012,47
2012-02-29,1154.15,6810813,2012,60
2012-03-15,1156.25,6810813,2012,75
2012-03-30,1125.25,6810813,2012,90
2012-04-13,1103.3,6810813,2012,104
2012-04-27,1140.21,6810813,2012,118
2012-05-15,1108.1,6810813,2012,136
2012-05-31,1097.76,6810813,2012,152
2012-06-15,1088.95,6810813,2012,167
2012-06-29,1084.2,6810813,2012,181
2012-07-17,1085,6810813,2012,199
2012-07-31,1081.61,6810813,2012,213
